RegistrationId, ApplicationId, NormalizedMarks, GATE-Score, AIR, RawMarks, MCQ-Rank, MCQ-Mraks, NAT-Rank, NAT-Marks, IsQualified, GenCutoff, OBCCutoff, SC/ST/PD CuttOff
AG17S22015005,R323E37,0.0,127,538,13.0,491,11.0,529,2.0,false,25.0,22.5,16.6
AG17S24003008,R498V27,0.0,127,538,13.0,491,11.0,529,2.0,false,25.0,22.5,16.6
AG17S27010001,R407A82,0.0,127,538,13.0,415,12.0,764,1.0,false,25.0,22.5,16.6
AG17S25003004,R267N32,0.0,127,538,13.0,415,12.0,764,1.0,false,25.0,22.5,16.6
AG17S25017040,R259K50,0.0,127,538,13.0,415,12.0,764,1.0,false,25.0,22.5,16.6
AG17S22026009,R515Z59,0.0,127,538,13.0,346,13.0,923,0.0,false,25.0,22.5,16.6
AG17S26042016,R326J28,0.0,120,549,12.67,1106,3.67,159,9.0,false,25.0,22.5,16.6
AG17S24002003,R138R46,0.0,120,549,12.67,768,7.67,314,5.0,false,25.0,22.5,16.6
AG17S23055079,R187S20,0.0,120,549,12.67,667,8.67,358,4.0,false,25.0,22.5,16.6
AG17S28031001,R179R50,0.0,120,549,12.67,581,9.67,445,3.0,false,25.0,22.5,16.6
AG17S22015027,R486B49,0.0,120,549,12.67,511,10.67,529,2.0,false,25.0,22.5,16.6
AG17S24016114,R476N73,0.0,120,549,12.67,511,10.67,529,2.0,false,25.0,22.5,16.6
AG17S23025028,R431R86,0.0,120,549,12.67,511,10.67,529,2.0,false,25.0,22.5,16.6
AG17S28012044,R137Y82,0.0,120,549,12.67,367,12.67,923,0.0,false,25.0,22.5,16.6
AG17S21221001,R623Z24,0.0,120,549,12.67,367,12.67,923,0.0,false,25.0,22.5,16.6
AG17S24016022,R256J93,0.0,120,549,12.67,367,12.67,923,0.0,false,25.0,22.5,16.6
AG17S24004019,R322D77,0.0,120,549,12.67,367,12.67,923,0.0,false,25.0,22.5,16.6
AG17S25017162,R337U77,0.0,120,549,12.67,367,12.67,923,0.0,false,25.0,22.5,16.6
AG17S22074006,R327Y64,0.0,120,549,12.67,367,12.67,923,0.0,false,25.0,22.5,16.6
AG17S21249036,R342F89,0.0,114,562,12.33,875,6.33,261,6.0,false,25.0,22.5,16.6
AG17S21313001,R103W24,0.0,114,562,12.33,786,7.33,314,5.0,false,25.0,22.5,16.6
AG17S25017010,R403D32,0.0,114,562,12.33,786,7.33,314,5.0,false,25.0,22.5,16.6
AG17S22070007,R126V85,0.0,114,562,12.33,698,8.33,358,4.0,false,25.0,22.5,16.6
AG17S21312017,R388A21,0.0,114,562,12.33,698,8.33,358,4.0,false,25.0,22.5,16.6
AG17S27008004,R562F76,0.0,114,562,12.33,698,8.33,358,4.0,false,25.0,22.5,16.6
AG17S24002007,R140H86,0.0,114,562,12.33,698,8.33,358,4.0,false,25.0,22.5,16.6
AG17S24047005,R337A20,0.0,114,562,12.33,698,8.33,358,4.0,false,25.0,22.5,16.6
AG17S27001004,R537C59,0.0,114,562,12.33,604,9.33,445,3.0,false,25.0,22.5,16.6
AG17S24030010,R365E15,0.0,114,562,12.33,604,9.33,445,3.0,false,25.0,22.5,16.6
AG17S27111033,R506D37,0.0,114,562,12.33,531,10.33,529,2.0,false,25.0,22.5,16.6
AG17S22069007,R380E31,0.0,114,562,12.33,531,10.33,529,2.0,false,25.0,22.5,16.6
AG17S24047034,R364Y16,0.0,114,562,12.33,531,10.33,529,2.0,false,25.0,22.5,16.6
AG17S21231006,R305X45,0.0,114,562,12.33,531,10.33,529,2.0,false,25.0,22.5,16.6
AG17S27111039,R414P75,0.0,114,562,12.33,462,11.33,764,1.0,false,25.0,22.5,16.6
AG17S26031005,R103W77,0.0,114,562,12.33,462,11.33,764,1.0,false,25.0,22.5,16.6
AG17S23039001,R556D57,0.0,114,562,12.33,462,11.33,764,1.0,false,25.0,22.5,16.6
AG17S23055124,R531Z31,0.0,114,562,12.33,462,11.33,764,1.0,false,25.0,22.5,16.6
AG17S22015019,R164T19,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S27111059,R398U10,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S26015001,R506Y37,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S28020016,R496J69,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S21214001,R644E20,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S21236001,R243Y45,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S26035013,R358A12,0.0,114,562,12.33,395,12.33,923,0.0,false,25.0,22.5,16.6
AG17S23025016,R409Z13,0.0,108,587,12.0,903,6.0,261,6.0,false,25.0,22.5,16.6
AG17S25017200,R206P39,0.0,108,587,12.0,826,7.0,314,5.0,false,25.0,22.5,16.6
AG17S22014051,R323H37,0.0,108,587,12.0,730,8.0,358,4.0,false,25.0,22.5,16.6
AG17S25017184,R409T11,0.0,108,587,12.0,730,8.0,358,4.0,false,25.0,22.5,16.6
AG17S25032007,R298E57,0.0,108,587,12.0,730,8.0,358,4.0,false,25.0,22.5,16.6
AG17S24033044,R219E33,0.0,108,587,12.0,630,9.0,445,3.0,false,25.0,22.5,16.6
AG17S27020001,R310G79,0.0,108,587,12.0,558,10.0,529,2.0,false,25.0,22.5,16.6
AG17S24028001,R343K25,0.0,108,587,12.0,558,10.0,529,2.0,false,25.0,22.5,16.6
AG17S26056004,R283E72,0.0,108,587,12.0,558,10.0,529,2.0,false,25.0,22.5,16.6
AG17S26035001,R224P32,0.0,108,587,12.0,558,10.0,529,2.0,false,25.0,22.5,16.6
AG17S21249022,R402D25,0.0,108,587,12.0,491,11.0,764,1.0,false,25.0,22.5,16.6
AG17S28012001,R375F58,0.0,108,587,12.0,491,11.0,764,1.0,false,25.0,22.5,16.6
AG17S22012004,R456Q65,0.0,108,587,12.0,491,11.0,764,1.0,false,25.0,22.5,16.6
AG17S21249010,R402B90,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S22107003,R584Q77,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S27004016,R523Z39,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S21312001,R388Q88,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S27111007,R371B58,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S21410001,R210Y80,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S26028022,R176F31,0.0,108,587,12.0,415,12.0,923,0.0,false,25.0,22.5,16.6
AG17S26041001,R292X50,0.0,102,607,11.67,952,5.67,261,6.0,false,25.0,22.5,16.6
AG17S21417001,R263C58,0.0,102,607,11.67,850,6.67,314,5.0,false,25.0,22.5,16.6
AG17S26043005,R291E51,0.0,102,607,11.67,850,6.67,314,5.0,false,25.0,22.5,16.6
AG17S26028013,R514C28,0.0,102,607,11.67,667,8.67,445,3.0,false,25.0,22.5,16.6
AG17S21404002,R634Q48,0.0,102,607,11.67,581,9.67,529,2.0,false,25.0,22.5,16.6
AG17S22034001,R452B36,0.0,102,607,11.67,581,9.67,529,2.0,false,25.0,22.5,16.6
AG17S23055049,R446C23,0.0,102,607,11.67,581,9.67,529,2.0,false,25.0,22.5,16.6
AG17S21249026,R492Y28,0.0,102,607,11.67,511,10.67,764,1.0,false,25.0,22.5,16.6
AG17S23020001,R501T61,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S24016052,R510X59,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S24016092,R587W14,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S21230003,R442Y85,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S24004010,R420N15,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S23013020,R449S39,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S24047013,R368B72,0.0,102,607,11.67,444,11.67,923,0.0,false,25.0,22.5,16.6
AG17S26003030,R107Z57,0.0,95,622,11.33,976,5.33,261,6.0,false,25.0,22.5,16.6
AG17S23055025,R288Z96,0.0,95,622,11.33,976,5.33,261,6.0,false,25.0,22.5,16.6
AG17S28020028,R414Y52,0.0,95,622,11.33,875,6.33,314,5.0,false,25.0,22.5,16.6
AG17S23055097,R564Z88,0.0,95,622,11.33,875,6.33,314,5.0,false,25.0,22.5,16.6
AG17S23055055,R223D92,0.0,95,622,11.33,875,6.33,314,5.0,false,25.0,22.5,16.6
AG17S21409005,R235X84,0.0,95,622,11.33,786,7.33,358,4.0,false,25.0,22.5,16.6
AG17S24033004,R381C52,0.0,95,622,11.33,786,7.33,358,4.0,false,25.0,22.5,16.6
AG17S24035043,R142J58,0.0,95,622,11.33,786,7.33,358,4.0,false,25.0,22.5,16.6
AG17S22028008,R187V77,0.0,95,622,11.33,786,7.33,358,4.0,false,25.0,22.5,16.6
AG17S25002040,R539C30,0.0,95,622,11.33,786,7.33,358,4.0,false,25.0,22.5,16.6
AG17S26027016,R487F57,0.0,95,622,11.33,698,8.33,445,3.0,false,25.0,22.5,16.6
AG17S24016002,R518Y66,0.0,95,622,11.33,698,8.33,445,3.0,false,25.0,22.5,16.6
AG17S22106011,R420M45,0.0,95,622,11.33,698,8.33,445,3.0,false,25.0,22.5,16.6
AG17S21311013,R387Y58,0.0,95,622,11.33,604,9.33,529,2.0,false,25.0,22.5,16.6
AG17S22043020,R525D42,0.0,95,622,11.33,604,9.33,529,2.0,false,25.0,22.5,16.6
AG17S22011004,R269J57,0.0,95,622,11.33,604,9.33,529,2.0,false,25.0,22.5,16.6
AG17S26021004,R448B68,0.0,95,622,11.33,604,9.33,529,2.0,false,25.0,22.5,16.6
AG17S22032004,R622T38,0.0,95,622,11.33,604,9.33,529,2.0,false,25.0,22.5,16.6
AG17S22045007,R476A67,0.0,95,622,11.33,604,9.33,529,2.0,false,25.0,22.5,16.6
AG17S27108023,R509E90,0.0,95,622,11.33,531,10.33,764,1.0,false,25.0,22.5,16.6
AG17S21323004,R296Y67,0.0,95,622,11.33,531,10.33,764,1.0,false,25.0,22.5,16.6
AG17S22045010,R610F32,0.0,95,622,11.33,531,10.33,764,1.0,false,25.0,22.5,16.6
AG17S27110045,R437C43,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S26003032,R508R62,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S22029002,R395D22,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S24033034,R331E30,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S23031003,R223N82,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S26001001,R303R10,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S22071007,R480B77,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S22045004,R574G25,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S22048001,R253X60,0.0,95,622,11.33,462,11.33,923,0.0,false,25.0,22.5,16.6
AG17S24047007,R401H95,0.0,89,653,11.0,1003,5.0,261,6.0,false,25.0,22.5,16.6
AG17S21249016,R447Z81,0.0,89,653,11.0,730,8.0,445,3.0,false,25.0,22.5,16.6
AG17S21232001,R432A90,0.0,89,653,11.0,630,9.0,529,2.0,false,25.0,22.5,16.6
AG17S24016025,R128E89,0.0,89,653,11.0,630,9.0,529,2.0,false,25.0,22.5,16.6
AG17S27001052,R578G96,0.0,89,653,11.0,630,9.0,529,2.0,false,25.0,22.5,16.6
AG17S21424001,R260G30,0.0,89,653,11.0,630,9.0,529,2.0,false,25.0,22.5,16.6
AG17S25017190,R285H40,0.0,89,653,11.0,630,9.0,529,2.0,false,25.0,22.5,16.6
AG17S27061001,R614Y10,0.0,89,653,11.0,558,10.0,764,1.0,false,25.0,22.5,16.6
AG17S22014033,R270H65,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S22034003,R547G46,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S21230001,R369M27,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S24035010,R181B14,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S23013034,R304S93,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S26004013,R602M66,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S26043019,R116V51,0.0,89,653,11.0,491,11.0,923,0.0,false,25.0,22.5,16.6
AG17S22033001,R426C74,0.0,83,668,10.67,952,5.67,314,5.0,false,25.0,22.5,16.6
AG17S27082001,R202Y56,0.0,83,668,10.67,667,8.67,529,2.0,false,25.0,22.5,16.6
AG17S27001116,R497G29,0.0,83,668,10.67,667,8.67,529,2.0,false,25.0,22.5,16.6
AG17S25005010,R102X46,0.0,83,668,10.67,667,8.67,529,2.0,false,25.0,22.5,16.6
AG17S27034001,R444Q52,0.0,83,668,10.67,667,8.67,529,2.0,false,25.0,22.5,16.6
AG17S21230006,R306B45,0.0,83,668,10.67,667,8.67,529,2.0,false,25.0,22.5,16.6
AG17S28032001,R422N51,0.0,83,668,10.67,667,8.67,529,2.0,false,25.0,22.5,16.6
AG17S26022016,R248D73,0.0,83,668,10.67,581,9.67,764,1.0,false,25.0,22.5,16.6
AG17S25009007,R212G76,0.0,83,668,10.67,581,9.67,764,1.0,false,25.0,22.5,16.6
AG17S22015033,R422J14,0.0,83,668,10.67,511,10.67,923,0.0,false,25.0,22.5,16.6
AG17S24016043,R253Y42,0.0,83,668,10.67,511,10.67,923,0.0,false,25.0,22.5,16.6
AG17S25016001,R274Y23,0.0,83,668,10.67,511,10.67,923,0.0,false,25.0,22.5,16.6
AG17S25017154,R237F92,0.0,83,668,10.67,511,10.67,923,0.0,false,25.0,22.5,16.6
AG17S24047046,R364X95,0.0,83,668,10.67,511,10.67,923,0.0,false,25.0,22.5,16.6
AG17S24033037,R120F69,0.0,77,682,10.33,1128,3.33,219,7.0,false,25.0,22.5,16.6
AG17S21419004,R326X16,0.0,77,682,10.33,976,5.33,314,5.0,false,25.0,22.5,16.6
AG17S27001070,R427B72,0.0,77,682,10.33,786,7.33,445,3.0,false,25.0,22.5,16.6
AG17S27001044,R143N16,0.0,77,682,10.33,786,7.33,445,3.0,false,25.0,22.5,16.6
AG17S25019012,R520A45,0.0,77,682,10.33,786,7.33,445,3.0,false,25.0,22.5,16.6
AG17S26028001,R519P35,0.0,77,682,10.33,786,7.33,445,3.0,false,25.0,22.5,16.6
AG17S26003016,R235E66,0.0,77,682,10.33,698,8.33,529,2.0,false,25.0,22.5,16.6
AG17S21234006,R206D65,0.0,77,682,10.33,698,8.33,529,2.0,false,25.0,22.5,16.6
AG17S22011001,R441X37,0.0,77,682,10.33,698,8.33,529,2.0,false,25.0,22.5,16.6
AG17S21408003,R235Z99,0.0,77,682,10.33,698,8.33,529,2.0,false,25.0,22.5,16.6
AG17S26026003,R545A83,0.0,77,682,10.33,604,9.33,764,1.0,false,25.0,22.5,16.6
AG17S25004037,R364P63,0.0,77,682,10.33,604,9.33,764,1.0,false,25.0,22.5,16.6
AG17S22076001,R558H56,0.0,77,682,10.33,604,9.33,764,1.0,false,25.0,22.5,16.6
AG17S21405001,R417U14,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S27004010,R155K31,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S27110027,R466T33,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S22096001,R367V49,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S26031007,R477T54,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S27001016,R144E93,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S27008016,R369S79,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S23013036,R232Y67,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S26032007,R459P46,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S23055100,R559S53,0.0,77,682,10.33,531,10.33,923,0.0,false,25.0,22.5,16.6
AG17S21312021,R264V70,0.0,71,705,10.0,903,6.0,358,4.0,false,25.0,22.5,16.6
AG17S24035036,R234V52,0.0,71,705,10.0,903,6.0,358,4.0,false,25.0,22.5,16.6
AG17S24033040,R305F44,0.0,71,705,10.0,826,7.0,445,3.0,false,25.0,22.5,16.6
AG17S23055106,R111M30,0.0,71,705,10.0,826,7.0,445,3.0,false,25.0,22.5,16.6
AG17S25017001,R292G21,0.0,71,705,10.0,826,7.0,445,3.0,false,25.0,22.5,16.6
AG17S22015029,R268U76,0.0,71,705,10.0,730,8.0,529,2.0,false,25.0,22.5,16.6
AG17S22084001,R593T40,0.0,71,705,10.0,730,8.0,529,2.0,false,25.0,22.5,16.6
AG17S25006032,R324T36,0.0,71,705,10.0,730,8.0,529,2.0,false,25.0,22.5,16.6
AG17S27115003,R355D92,0.0,71,705,10.0,730,8.0,529,2.0,false,25.0,22.5,16.6
AG17S21311017,R116F94,0.0,71,705,10.0,730,8.0,529,2.0,false,25.0,22.5,16.6
AG17S26040022,R161M82,0.0,71,705,10.0,730,8.0,529,2.0,false,25.0,22.5,16.6
AG17S26027001,R332A96,0.0,71,705,10.0,630,9.0,764,1.0,false,25.0,22.5,16.6
AG17S25005016,R276X54,0.0,71,705,10.0,630,9.0,764,1.0,false,25.0,22.5,16.6
AG17S21207003,R222E28,0.0,71,705,10.0,630,9.0,764,1.0,false,25.0,22.5,16.6
AG17S23055046,R611K86,0.0,71,705,10.0,630,9.0,764,1.0,false,25.0,22.5,16.6
AG17S24050015,R419J42,0.0,71,705,10.0,630,9.0,764,1.0,false,25.0,22.5,16.6
AG17S24020019,R492W67,0.0,71,705,10.0,630,9.0,764,1.0,false,25.0,22.5,16.6
AG17S27107015,R247U54,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S22014005,R455F93,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S26003013,R591X28,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S21416006,R598A21,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S27111077,R494E18,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S28020024,R497G58,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S22043011,R609S78,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S23055139,R559W98,0.0,71,705,10.0,558,10.0,923,0.0,false,25.0,22.5,16.6
AG17S22014035,R333W49,0.0,65,730,9.67,1106,3.67,261,6.0,false,25.0,22.5,16.6
AG17S22052001,R235Z33,0.0,65,730,9.67,952,5.67,358,4.0,false,25.0,22.5,16.6
AG17S22014001,R323A33,0.0,65,730,9.67,850,6.67,445,3.0,false,25.0,22.5,16.6
AG17S27001082,R512F62,0.0,65,730,9.67,850,6.67,445,3.0,false,25.0,22.5,16.6
AG17S24050021,R294K85,0.0,65,730,9.67,850,6.67,445,3.0,false,25.0,22.5,16.6
AG17S21249028,R384G57,0.0,65,730,9.67,768,7.67,529,2.0,false,25.0,22.5,16.6
AG17S27001100,R438K40,0.0,65,730,9.67,768,7.67,529,2.0,false,25.0,22.5,16.6
AG17S25017106,R455S78,0.0,65,730,9.67,768,7.67,529,2.0,false,25.0,22.5,16.6
AG17S21311001,R116E84,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S21311021,R126Z74,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S26054037,R447C11,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S26054028,R459P87,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S25024006,R151A41,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S24003005,R138N21,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S25009013,R208G18,0.0,65,730,9.67,667,8.67,764,1.0,false,25.0,22.5,16.6
AG17S27109033,R471K99,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S27108013,R236W97,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S22006010,R239Y35,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S26060001,R293P16,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S23013064,R430B27,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S28034001,R280Q87,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S24036004,R321Q42,0.0,65,730,9.67,581,9.67,923,0.0,false,25.0,22.5,16.6
AG17S22006014,R201P17,0.0,58,752,9.33,1369,0.33,159,9.0,false,25.0,22.5,16.6
AG17S26027010,R297Z58,0.0,58,752,9.33,1061,4.33,314,5.0,false,25.0,22.5,16.6
AG17S23034001,R342A36,0.0,58,752,9.33,976,5.33,358,4.0,false,25.0,22.5,16.6
AG17S25004004,R152C41,0.0,58,752,9.33,976,5.33,358,4.0,false,25.0,22.5,16.6
AG17S26021016,R269Z49,0.0,58,752,9.33,976,5.33,358,4.0,false,25.0,22.5,16.6
AG17S21423001,R310B93,0.0,58,752,9.33,786,7.33,529,2.0,false,25.0,22.5,16.6
AG17S24016079,R485N43,0.0,58,752,9.33,786,7.33,529,2.0,false,25.0,22.5,16.6
AG17S27001088,R482P25,0.0,58,752,9.33,786,7.33,529,2.0,false,25.0,22.5,16.6
AG17S26054013,R113S21,0.0,58,752,9.33,786,7.33,529,2.0,false,25.0,22.5,16.6
AG17S24035042,R638B89,0.0,58,752,9.33,786,7.33,529,2.0,false,25.0,22.5,16.6
AG17S28020042,R495A29,0.0,58,752,9.33,786,7.33,529,2.0,false,25.0,22.5,16.6
AG17S27001042,R200R38,0.0,58,752,9.33,698,8.33,764,1.0,false,25.0,22.5,16.6
AG17S24035012,R113A56,0.0,58,752,9.33,698,8.33,764,1.0,false,25.0,22.5,16.6
AG17S28021007,R208V37,0.0,58,752,9.33,698,8.33,764,1.0,false,25.0,22.5,16.6
AG17S21322004,R302W66,0.0,58,752,9.33,698,8.33,764,1.0,false,25.0,22.5,16.6
AG17S22107011,R599Y55,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S27109027,R472N47,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S22072007,R630Z72,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S26052058,R237S79,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S24033013,R380V97,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S25017166,R421T58,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S26028025,R262J92,0.0,58,752,9.33,604,9.33,923,0.0,false,25.0,22.5,16.6
AG17S26044013,R315X35,0.0,52,774,9.0,1079,4.0,314,5.0,false,25.0,22.5,16.6
AG17S25017116,R416T94,0.0,52,774,9.0,1003,5.0,358,4.0,false,25.0,22.5,16.6
AG17S22014039,R394J22,0.0,52,774,9.0,903,6.0,445,3.0,false,25.0,22.5,16.6
AG17S22006012,R395A45,0.0,52,774,9.0,903,6.0,445,3.0,false,25.0,22.5,16.6
AG17S27001064,R403E74,0.0,52,774,9.0,903,6.0,445,3.0,false,25.0,22.5,16.6
AG17S26043007,R462V21,0.0,52,774,9.0,903,6.0,445,3.0,false,25.0,22.5,16.6
AG17S24016100,R160Z68,0.0,52,774,9.0,826,7.0,529,2.0,false,25.0,22.5,16.6
AG17S25017204,R297X43,0.0,52,774,9.0,826,7.0,529,2.0,false,25.0,22.5,16.6
AG17S21311004,R457J36,0.0,52,774,9.0,730,8.0,764,1.0,false,25.0,22.5,16.6
AG17S21311007,R398Q89,0.0,52,774,9.0,730,8.0,764,1.0,false,25.0,22.5,16.6
AG17S25005031,R303W74,0.0,52,774,9.0,730,8.0,764,1.0,false,25.0,22.5,16.6
AG17S24003032,R315Q15,0.0,52,774,9.0,730,8.0,764,1.0,false,25.0,22.5,16.6
AG17S23055109,R340E21,0.0,52,774,9.0,730,8.0,764,1.0,false,25.0,22.5,16.6
AG17S25017104,R222B95,0.0,52,774,9.0,730,8.0,764,1.0,false,25.0,22.5,16.6
AG17S22007014,R397H52,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S21402002,R432K67,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S28012019,R375G84,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S27040001,R558X79,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S21422002,R455S41,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S26052001,R415Y95,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S24033016,R543S39,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S25013005,R374U55,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S23013056,R430B28,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S22011013,R624T33,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S25017073,R287R24,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S25017085,R395S53,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S23017005,R626Y47,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S26020001,R646T43,0.0,52,774,9.0,630,9.0,923,0.0,false,25.0,22.5,16.6
AG17S24019004,R240K86,0.0,46,802,8.67,1190,2.67,261,6.0,false,25.0,22.5,16.6
AG17S22007012,R395U45,0.0,46,802,8.67,1106,3.67,314,5.0,false,25.0,22.5,16.6
AG17S22044021,R419F45,0.0,46,802,8.67,1106,3.67,314,5.0,false,25.0,22.5,16.6
AG17S28017005,R337D91,0.0,46,802,8.67,1021,4.67,358,4.0,false,25.0,22.5,16.6
AG17S27001102,R426R51,0.0,46,802,8.67,850,6.67,529,2.0,false,25.0,22.5,16.6
AG17S27006016,R317Q65,0.0,46,802,8.67,850,6.67,529,2.0,false,25.0,22.5,16.6
AG17S27064001,R600E72,0.0,46,802,8.67,768,7.67,764,1.0,false,25.0,22.5,16.6
AG17S25012005,R373Y75,0.0,46,802,8.67,768,7.67,764,1.0,false,25.0,22.5,16.6
AG17S28011043,R330S32,0.0,46,802,8.67,768,7.67,764,1.0,false,25.0,22.5,16.6
AG17S22014007,R346Q71,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S24016061,R381R96,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
AG17S21422001,R308P58,0.0,46,802,8.67,667,8.67,923,0.0,false,25.0,22.5,16.6
